name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
Office on Olympus Boulevard,office,"Dallas County, Texas",Olympus Boulevard,32.93872458305421,-96.98826083,42920.78690167359,27898.51
Extra Space Storage,commercial,"Dallas County, Texas",Banner Drive,32.92058513529295,-96.77487001,22638.81995248168,14715.23
Office on State Highway 161,office,"Dallas County, Texas",State Highway 161,32.89187101251293,-96.98085894,31210.68317040888,20286.94
Office on Wittington Place,office,"Dallas County, Texas",Wittington Place,32.91766387391829,-96.91788439,28731.70302751337,18675.61
Industrial on Valley View Lane,industrial,"Dallas County, Texas",Valley View Lane,32.91973415155692,-96.92306102,161079.1844598441,104701.47
The Epic II,office,"Dallas County, Texas",North Central Expressway,32.78411072220263,-96.78920731,66462.66432043661,43200.73
The Stack,office,"Dallas County, Texas",Commerce Street,32.782749902227785,-96.78412413,28202.34478376253,18331.52
Industrial on Markville Drive,industrial,"Dallas County, Texas",Markville Drive,32.91288388026407,-96.74101212,59553.08431103399,38709.5
Retail on West Wheatland Road,retail,"Dallas County, Texas",West Wheatland Road,32.64931754358128,-96.86064719,97906.00155223317,63638.9
Retail on Cliff Creek Crossing Drive,retail,"Dallas County, Texas",Cliff Creek Crossing Drive,32.65087093468252,-96.86419517,88209.18395949036,57335.97
Warehouse on North Luna Road,warehouse,"Dallas County, Texas",North Luna Road,32.95542045,-96.92237865,337945.62363719003,219664.66
Warehouse on West Belt Line Road,warehouse,"Dallas County, Texas",West Belt Line Road,32.95350857540731,-96.92271563,278465.50036167906,181002.58
Warehouse on North Royal Lane,warehouse,"Dallas County, Texas",North Royal Lane,32.94291406755366,-97.02280738,67251.83393490929,43713.69
Warehouse on North Royal Lane,warehouse,"Dallas County, Texas",North Royal Lane,32.94148336077946,-97.02160916,72416.75340713069,47070.89
Commercial on Manufacturing Street,commercial,"Dallas County, Texas",Manufacturing Street,32.79467154702249,-96.83101388,28005.321028012404,18203.46
Office on Olympus Boulevard,office,"Dallas County, Texas",Olympus Boulevard,32.93517395989672,-96.98103994,36728.01427,23873.21
CHRISTUS Health,office,"Dallas County, Texas",North O'Connor Boulevard,32.86975495156745,-96.94200265,40513.89874,26334.03
Warehouse on Morgan Parkway,warehouse,"Dallas County, Texas",Morgan Parkway,32.91423960174156,-96.90435469,175741.6270641223,114232.06
Warehouse on Mustang Road,warehouse,"Dallas County, Texas",Mustang Road,32.90996566377703,-96.90646187,73256.51582580159,47616.74
Industrial on Unknown,industrial,"Dallas County, Texas",Unknown,32.767939224173354,-96.99700586,184872.89710958363,120167.38
El Rancho,retail,"Dallas County, Texas",Betty Jane Lane,32.88179930754643,-96.85494779,28619.888966506573,18602.93
Industrial on Riverstone Drive,industrial,"Dallas County, Texas",Riverstone Drive,32.783362295105384,-96.57460224,300465.86056904186,195302.81
Industrial on East US Highway 80,industrial,"Dallas County, Texas",East US Highway 80,32.785398349999994,-96.57474635,353316.4250656067,229655.68
Amazon,warehouse,"Dallas County, Texas",Eastgate Drive,32.731733270212494,-96.60633887,230672.6075602981,149937.19
Warehouse on Lake June Road,warehouse,"Dallas County, Texas",Lake June Road,32.7346811,-96.60629725,402853.30049878085,261854.65
Albertsons,retail,"Dallas County, Texas",West Shady Grove Road,32.79994320916924,-96.97480756,44568.048125475965,28969.23
Retail on Montfort Drive,retail,"Dallas County, Texas",Montfort Drive,32.92736035709948,-96.81350302,32065.754183387755,20842.74
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.60378865441088,-96.93710397,22060.793692061896,14339.52
Retail on Town Court,retail,"Dallas County, Texas",Town Court,32.86544386234301,-96.65690944,43385.23611048183,28200.4
Office on Saintsbury Street,office,"Dallas County, Texas",Saintsbury Street,32.92925178821951,-96.98712869,45844.74385205476,29799.08
Warehouse on Westridge Drive,warehouse,"Dallas County, Texas",Westridge Drive,32.879486395793485,-96.98051622,241614.6917842718,157049.55
Warehouse on Hurd Drive,warehouse,"Dallas County, Texas",Hurd Drive,32.875733342684306,-96.97951777,645343.5735864751,419473.32
Warehouse on State Highway 161,warehouse,"Dallas County, Texas",State Highway 161,32.877107225423984,-96.98358275,218175.49465105828,141814.07
Warehouse on State Highway 161,warehouse,"Dallas County, Texas",State Highway 161,32.878954443030786,-96.98712952,154873.39925847034,100667.71
Logistics Center 12,warehouse,"Dallas County, Texas",State Highway 161,32.88117078177913,-96.98382094,679849.5034440861,441902.18
Warehouse on Capital Drive,warehouse,"Dallas County, Texas",Capital Drive,32.958254206519086,-96.91915364,69054.89352535325,44885.68
Warehouse on Capital Parkway,warehouse,"Dallas County, Texas",Capital Parkway,32.95881680822698,-96.91788531,67431.09775319284,43830.21
Retail on South Lancaster Road,retail,"Dallas County, Texas",South Lancaster Road,32.71650132484711,-96.80514576,24079.180613877244,15651.47
Warehouse on Goodnight Lane,warehouse,"Dallas County, Texas",Goodnight Lane,32.877314277780485,-96.89973127,189943.93357576567,123463.56
Warehouse on Manana Drive,warehouse,"Dallas County, Texas",Manana Drive,32.875896792912314,-96.90052767,198727.75285745383,129173.04
Commercial on East Northwest Highway,commercial,"Dallas County, Texas",East Northwest Highway,32.86386895692333,-96.70673429,29468.687007815315,19154.65
Retail on Kinwest Parkway,retail,"Dallas County, Texas",Kinwest Parkway,32.909880464062965,-96.96153558,35136.58465680573,22838.78
Warehouse on Cedardale Road,warehouse,"Dallas County, Texas",Cedardale Road,32.64175951669098,-96.75918218,773272.3652033173,502627.04
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.91987232297166,-96.96428958,24095.855371738893,15662.31
Victory Commons,office,"Dallas County, Texas",Victory Avenue,32.79045989038042,-96.81182099,35711.9196,23212.75
Ashley Furniture Distribution Center,warehouse,"Dallas County, Texas",East Scyene Road,32.75108543668927,-96.53991586,878939.2854719606,571310.54
STAG Irving,warehouse,"Dallas County, Texas",Valley View Lane,32.84109322334962,-97.02055737,118789.38754801264,77213.1
Warehouse on Tinsley Road,warehouse,"Dallas County, Texas",Tinsley Road,32.76393122,-96.9068194,610690.0713862459,396948.55
Warehouse on Chalk Hill Road,warehouse,"Dallas County, Texas",Chalk Hill Road,32.755735562320055,-96.90423038,863563.6331281539,561316.36
Warehouse on Tinsley Road,warehouse,"Dallas County, Texas",Tinsley Road,32.76044092694172,-96.90429766,676544.4849866271,439753.92
Office on McKinney Avenue,office,"Dallas County, Texas",McKinney Avenue,32.79145005449312,-96.80223009,50292.64961342829,32690.22
Office on Lyndon B Johnson Freeway,office,"Dallas County, Texas",Lyndon B Johnson Freeway,32.92438720772616,-96.83630876,21590.62042089464,14033.9
Maple Terrace,office,"Dallas County, Texas",Maple Avenue,32.79803467492021,-96.80822305,22351.57224,14528.52
Warehouse on Lyndon B Johnson Freeway,warehouse,"Dallas County, Texas",Lyndon B Johnson Freeway,32.930491437532794,-97.00618616,186698.942334922,121354.31
Warehouse on Freeport Parkway,warehouse,"Dallas County, Texas",Freeport Parkway,32.931317422598426,-97.00814932,133388.83030526817,86702.74
Walmart,warehouse,"Dallas County, Texas",East Belt Line Road,32.58519260144877,-96.71286076,1508117.8134508815,980276.58
Warehouse on North Interstate 45,warehouse,"Dallas County, Texas",North Interstate 45,32.65646688941968,-96.71299614,1022848.606841689,664851.59
Welbilt,warehouse,"Dallas County, Texas",West Sandy Lake Road,32.97434867,-97.02391455,134376.0428304186,87344.43
Retail on Mac Arthur Drive,retail,"Dallas County, Texas",Mac Arthur Drive,32.987967663392794,-96.91188417,29191.88725197711,18974.73
Harwood No. 14,office,"Dallas County, Texas",Hunt Street,32.79395119,-96.80881005,32471.210583497115,21106.29
Office on Riveredge Drive,office,"Dallas County, Texas",Riveredge Drive,32.79220377969314,-96.82570586,34863.53785269018,22661.3
Office on Oak Lawn Avenue,office,"Dallas County, Texas",Oak Lawn Avenue,32.79476950058074,-96.82200503,27581.026539765408,17927.67
Office on Merit Drive,office,"Dallas County, Texas",Merit Drive,32.92222968482344,-96.77031841,27896.070697611307,18132.45
Commercial on Merit Drive,commercial,"Dallas County, Texas",Merit Drive,32.922876843037976,-96.77063624,28211.31788296085,18337.36
Commercial on Merit Drive,commercial,"Dallas County, Texas",Merit Drive,32.92316581732448,-96.7714007,28131.663927813854,18285.58
Warehouse on I-35E Frontage Road,warehouse,"Dallas County, Texas",I-35E Frontage Road,32.984044836533016,-96.93481451,179978.0235901589,116985.72
Commercial on Mockingbird Lane,commercial,"Dallas County, Texas",Mockingbird Lane,32.83591710332159,-96.80136979,22727.734410742327,14773.03
Industrial on Hillcrest Road,industrial,"Dallas County, Texas",Hillcrest Road,32.880991624743515,-96.78587216,148963.84150953597,96826.5
Industrial on Dalport Parkway,industrial,"Dallas County, Texas",Dalport Parkway,32.58869361092751,-96.68156601,484309.59301311086,314801.24
Industrial on Millers Ferry Road,industrial,"Dallas County, Texas",Millers Ferry Road,32.584677169603225,-96.68427999,376518.8054,244737.22
Whirlpool Dallas,industrial,"Dallas County, Texas",Millers Ferry Road,32.579980490922914,-96.68170407,1042527.8580705523,677643.11
Katoen Natie Dallas Logistics Center,industrial,"Dallas County, Texas",Talco Road,32.61736052850813,-96.72170586,550174.6436095153,357613.52
Chick-fil-A Supply Distribution Center,warehouse,"Dallas County, Texas",West Wintergreen Road,32.62431800262111,-96.72091998,303862.4844362691,197510.61
Industrial on West Wintergreen Road,industrial,"Dallas County, Texas",West Wintergreen Road,32.62101437567798,-96.72898521,454887.4216413813,295676.82
Industrial on West Wintergreen Road,industrial,"Dallas County, Texas",West Wintergreen Road,32.627991993200006,-96.71325175,591082.1280396872,384203.38
Industrial on West Wintergreen Road,industrial,"Dallas County, Texas",West Wintergreen Road,32.62678644468362,-96.70594775,559781.5907690361,363858.03
Industrial on West Wintergreen Road,industrial,"Dallas County, Texas",West Wintergreen Road,32.61730471558587,-96.73395159,178161.9686227972,115805.28
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.976567871348344,-96.91178288,42675.30458521449,27738.95
Retail on Retail Road,retail,"Dallas County, Texas",Retail Road,32.86228870117974,-96.75275079,24599.61367042697,15989.75
Retail on Belt Line Road,retail,"Dallas County, Texas",Belt Line Road,32.95233847926311,-96.81728563,31127.014925573058,20232.56
Commercial on Belt Line Road,commercial,"Dallas County, Texas",Belt Line Road,32.95695376799144,-96.81589742,21322.684898521027,13859.75
Industrial on Lookout Drive,industrial,"Dallas County, Texas",Lookout Drive,32.98486065049128,-96.65316583,88933.33338214125,57806.67
Warehouse on Berry Road,warehouse,"Dallas County, Texas",Berry Road,32.74349057307111,-96.53655091,590586.0472,383880.93
RJW Logistics,warehouse,"Dallas County, Texas",East Scyene Road,32.76053125453624,-96.55026052,588018.684,382212.14
Warehouse on East Glen Boulevard,warehouse,"Dallas County, Texas",East Glen Boulevard,32.761745680202885,-96.55614607,308221.5536863836,200344.01
Adell Group,warehouse,"Dallas County, Texas",East Scyene Road,32.76071418314187,-96.55275962,299284.26074085064,194534.77
Warehouse on East Kearney Street,warehouse,"Dallas County, Texas",East Kearney Street,32.76909027861661,-96.5786647,138232.4898304935,89851.12
Warehouse on East Kearney Street,warehouse,"Dallas County, Texas",East Kearney Street,32.768356046000775,-96.5812068,409065.44918270624,265892.54
Warehouse on Unknown,warehouse,"Dallas County, Texas",Unknown,32.66284021354672,-96.70215659,994951.297703416,646718.34
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.66039272972013,-96.70016308,800569.1421077029,520369.94
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.65936705314267,-96.69736432,173291.1445337768,112639.24
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.65805981258806,-96.70004662,212152.2290988573,137898.95
Warehouse on Fulghum Road,warehouse,"Dallas County, Texas",Fulghum Road,32.62674072208116,-96.67545249,1035929.162171212,673353.96
Warehouse on Fulghum Road,warehouse,"Dallas County, Texas",Fulghum Road,32.62509309214213,-96.6783224,1086788.672391592,706412.64
Warehouse on Fulghum Road,warehouse,"Dallas County, Texas",Fulghum Road,32.62419114495983,-96.68168776,1093716.4820039663,710915.71
Warehouse on Sunridge Boulevard,warehouse,"Dallas County, Texas",Sunridge Boulevard,32.60660303,-96.67334848,817368.5013520604,531289.53
Warehouse on Distribution Drive,warehouse,"Dallas County, Texas",Distribution Drive,32.60790082497844,-96.68122645,329795.9835259083,214367.39
Warehouse on South Interstate 45,warehouse,"Dallas County, Texas",South Interstate 45,32.571289792728344,-96.67083176,403648.4803628201,262371.51
Warehouse on South Interstate 45,warehouse,"Dallas County, Texas",South Interstate 45,32.56762942218435,-96.66891961,159794.47039740544,103866.41
Warehouse on Midpoint Drive,warehouse,"Dallas County, Texas",Midpoint Drive,32.63350985718702,-96.77763051,543105.3941379499,353018.51
Warehouse on Telephone Road,warehouse,"Dallas County, Texas",Telephone Road,32.63127281328275,-96.767908,1012252.5891112438,657964.18
Warehouse on Van Horn Drive,warehouse,"Dallas County, Texas",Van Horn Drive,32.64037564,-96.7675157,262395.7757169664,170557.25
Warehouse on Van Horn Drive,warehouse,"Dallas County, Texas",Van Horn Drive,32.63862937403504,-96.76615105,345246.7888864104,224410.41
Warehouse on Cedardale Road,warehouse,"Dallas County, Texas",Cedardale Road,32.63998773430332,-96.76235101,1088941.6075941294,707812.04
Warehouse on Cleveland Road,warehouse,"Dallas County, Texas",Cleveland Road,32.64298489549276,-96.74208837,411252.25727336016,267313.97
Warehouse on Bonnie View Road,warehouse,"Dallas County, Texas",Bonnie View Road,32.622183164993444,-96.75192465,182698.88615646056,118754.28
Warehouse on Bonnie View Road,warehouse,"Dallas County, Texas",Bonnie View Road,32.61993506477726,-96.75216495,182706.3581,118759.13
Warehouse on East Pleasant Run Road,warehouse,"Dallas County, Texas",East Pleasant Run Road,32.605527746660115,-96.74008297,275276.84659181454,178929.95
2701 Shiloh,warehouse,"Dallas County, Texas",South Shiloh Road,32.882686399412364,-96.66639431,219239.5298877438,142505.69
Office on Howell Street,office,"Dallas County, Texas",Howell Street,32.79897626223774,-96.80312143,30365.000129308897,19737.25
Industrial on Cedardale Road,industrial,"Dallas County, Texas",Cedardale Road,32.64083068941492,-96.77601302,348920.3192132508,226798.21
Industrial on Cedardale Road,industrial,"Dallas County, Texas",Cedardale Road,32.64596803358212,-96.77044131,1020101.4744974374,663065.96
Industrial on East Pleasant Run Road,industrial,"Dallas County, Texas",East Pleasant Run Road,32.62106544955228,-96.66731262,997417.2616681986,648321.22
Industrial on East Pleasant Run Road,industrial,"Dallas County, Texas",East Pleasant Run Road,32.61884848743051,-96.67211624,535256.7040034042,347916.86
