name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.76258932685527,-96.89285193,50968.448126391486,33129.49,3077.7296209999995,988567.0,988.57,2708.4,75.2,1637,29431,2,14,0.0305
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.76171069709222,-96.89255063,38966.96080890207,25328.52,2353.019508,755790.0,755.79,2070.7,57.5,1720,30064,2,14,0.0303
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.76042232348517,-96.89714032,645544.2749220508,419603.78,38981.191162,12520759.0,12520.76,34303.4,952.0,1861,28233,2,14,0.1051
Commercial on North Cockrell Hill Road,commercial,"Dallas County, Texas",North Cockrell Hill Road,32.76035361837558,-96.90070589,314988.861,204742.76,19020.602404,6109417.0,6109.42,16738.1,464.5,1830,26329,2,14,0.065
Warehouse on Pinnacle Point Drive,warehouse,"Dallas County, Texas",Pinnacle Point Drive,32.76120939147416,-96.88239609,442647.8501527758,287721.1,26729.290189999996,8585448.0,8585.45,23521.8,652.8,2855,35746,12,15,0.0956
Warehouse on Rock Quarry Road,warehouse,"Dallas County, Texas",Rock Quarry Road,32.75297799214201,-96.88952529,360706.6501070012,234459.32,21781.270828,6996144.0,6996.14,19167.5,531.9,3303,35618,2,14,0.0925
Warehouse on Rock Quarry Road,warehouse,"Dallas County, Texas",Rock Quarry Road,32.753024963585275,-96.88565993,253986.2455490837,165091.06,15336.959474,4926231.0,4926.23,13496.5,374.6,3865,37734,2,14,0.088
Warehouse on Rock Quarry Road,warehouse,"Dallas County, Texas",Rock Quarry Road,32.75347408730543,-96.88185427,247897.49866981985,161133.37,14969.290072999998,4808136.0,4808.14,13173.0,365.6,4347,39424,8,15,0.0945
Central Garden & Pet,warehouse,"Dallas County, Texas",Rock Quarry Road,32.75117508,-96.88591632,480799.8505287462,312519.9,29033.098710000002,9325431.0,9325.43,25549.1,709.1,4156,38097,1,14,0.1196
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.750947215381984,-96.89016398,137414.44771634464,89319.39,8297.771331,2665244.0,2665.24,7302.0,202.6,3517,35725,3,14,0.0689
Warehouse on West Davis Street,warehouse,"Dallas County, Texas",West Davis Street,32.751871687191134,-96.87825208,321238.5732948951,208805.07,19397.991003,6230635.0,6230.64,17070.2,473.7,5200,41509,7,15,0.116
Warehouse on Pinnacle Point Drive,warehouse,"Dallas County, Texas",Pinnacle Point Drive,32.762868707232506,-96.88684152,557957.7512520248,362672.54,33692.278966,10821960.0,10821.96,29649.2,822.8,1860,32681,10,15,0.0946
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.773586723406474,-96.85962281,176863.51843727927,114961.29,10679.903841,3430385.0,3430.38,9398.3,260.8,4633,35709,3,34,0.0903
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.773591974441246,-96.86156945,96744.84189943096,62884.15,5841.937535,1876430.0,1876.43,5140.9,142.7,4377,34715,10,32,0.0768
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.77424026367785,-96.86309829,85405.67211959967,55513.69,5157.221801,1656500.0,1656.5,4538.4,126.0,4077,33906,10,32,0.071
Town East Mall,retail,"Dallas County, Texas",Town East Mall,32.80762585819485,-96.62365783,802542.5875746203,521652.68,48461.533972,15565845.0,15565.84,42646.2,1183.5,6118,39420,2,7,0.1874
Commercial on Casa Linda Plaza,commercial,"Dallas County, Texas",Casa Linda Plaza,32.834051770390296,-96.69981789,102669.19645852812,66734.98,6199.679641999999,1991337.0,1991.34,5455.7,151.4,4571,49355,2,7,0.0804
Commercial on Garland Road,commercial,"Dallas County, Texas",Garland Road,32.83391393172633,-96.70120607,20999.38163397491,13649.6,1268.04784,407297.0,407.3,1115.9,31.0,4475,49269,2,7,0.0692
Commercial on North Buckner Boulevard,commercial,"Dallas County, Texas",North Buckner Boulevard,32.83500174,-96.70206281,63067.50265883527,40993.88,3808.3314519999994,1223236.0,1223.24,3351.3,93.0,4408,49624,3,7,0.0733
Commercial on South Field Street,commercial,"Dallas County, Texas",South Field Street,32.77754405,-96.79947765,51226.45739606969,33297.2,3093.30988,993571.0,993.57,2722.1,75.5,11900,83467,70,125,0.1835
Commercial on South Griffin Street,commercial,"Dallas County, Texas",South Griffin Street,32.77733802295295,-96.80176356,27010.58498551289,17556.88,1631.034152,523888.0,523.89,1435.3,39.8,11533,83238,66,125,0.1751
Three AT&T Plaza,commercial,"Dallas County, Texas",South Akard Street,32.778886316845224,-96.7988024,38927.04735126692,25302.58,2350.6096820000002,755016.0,755.02,2068.5,57.4,12922,85054,74,125,0.1973
Comerica Bank,commercial,"Dallas County, Texas",Main Street,32.78161058,-96.7965282,58797.20712400137,38218.18,3550.468922,1140411.0,1140.41,3124.4,86.7,15172,87984,76,125,0.2332
Dallas Bus Station,commercial,"Dallas County, Texas",South Lamar Street,32.77837939485122,-96.80441582,41335.733946647415,26868.23,2496.058567,801734.0,801.73,2196.5,61.0,11863,84486,71,127,0.1818
Commercial on South Austin Street,commercial,"Dallas County, Texas",South Austin Street,32.76464387290466,-96.79451471,476874.13564118784,309968.19,28796.044851,9249290.0,9249.29,25340.5,703.3,4698,65134,8,109,0.1272
Warehouse on Parker Street,warehouse,"Dallas County, Texas",Parker Street,32.76499174228774,-96.78503205,241763.0989476593,157146.01,14598.864329,4689155.0,4689.16,12847.0,356.5,4114,63342,5,106,0.0903
Retail on West Sandy Lake Road,retail,"Dallas County, Texas",West Sandy Lake Road,32.972434,-97.0184165,103192.44784891664,67075.09,6231.275860999999,2001486.0,2001.49,5483.5,152.2,1938,25075,1,8,0.0413
Retail on West Sandy Lake Road,retail,"Dallas County, Texas",West Sandy Lake Road,32.97242000000001,-97.016303,63354.75675918217,41180.59,3825.6768109999994,1228807.0,1228.81,3366.6,93.4,1946,25504,1,8,0.0366
Retail on West Sandy Lake Road,retail,"Dallas County, Texas",West Sandy Lake Road,32.97250525000001,-97.02368225,58152.63378562181,37799.21,3511.546609,1127909.0,1127.91,3090.2,85.8,1915,23905,3,8,0.0355
Warehouse on West Sandy Lake Road,warehouse,"Dallas County, Texas",West Sandy Lake Road,32.97528833452704,-97.02157281,597958.5220008332,388673.04,36107.725415999994,11597801.0,11597.8,31774.8,881.8,1975,26283,3,8,0.1011
Retail on Freeport Parkway,retail,"Dallas County, Texas",Freeport Parkway,32.97487304818557,-97.01641121,196811.34023710663,127927.37,11884.452673,3817286.0,3817.29,10458.3,290.2,1997,27249,1,8,0.0534
Warehouse on Esters Boulevard,warehouse,"Dallas County, Texas",Esters Boulevard,32.92843195000001,-97.02563775,477126.4185,310132.17,28811.278593,9254183.0,9254.18,25353.9,703.6,317,9024,1,29,0.0619
Warehouse on North 28th Avenue,warehouse,"Dallas County, Texas",North 28th Avenue,32.92839055,-97.0222021,255462.25869722664,166050.47,15426.088662999999,4954860.0,4954.86,13575.0,376.7,454,9051,2,28,0.0374
Amazon Fulfillment Center DFW8,warehouse,"Dallas County, Texas",Regent Boulevard,32.93969044764095,-97.02836135,629454.5614024416,409145.46,38009.613234000004,12208688.0,12208.69,33448.5,928.3,307,11522,0,30,0.08
Warehouse on Trade Avenue,warehouse,"Dallas County, Texas",Trade Avenue,32.93954259466779,-97.02484767,235971.3413255789,153381.37,14249.129272999999,4576820.0,4576.82,12539.2,348.0,484,11854,1,28,0.0355
Warehouse on Regent Boulevard,warehouse,"Dallas County, Texas",Regent Boulevard,32.943437050000014,-97.027206,404517.4941656828,262936.37,24426.788773,7845885.0,7845.88,21495.6,596.6,484,12559,0,24,0.0557
Industrial on Regent Boulevard,industrial,"Dallas County, Texas",Regent Boulevard,32.94166262117937,-97.01865241,385976.6924109903,250884.85,23307.202565,7486273.0,7486.27,20510.3,569.2,867,13043,0,23,0.0592
Industrial on Regent Boulevard,industrial,"Dallas County, Texas",Regent Boulevard,32.94120514484797,-97.01620798,182892.1152939901,118879.87,11043.939923,3547314.0,3547.31,9718.7,269.7,997,13634,1,20,0.0368
Freeport Commerce,warehouse,"Dallas County, Texas",Sterling Street,32.934396249999985,-97.01779065,51342.59930001704,33372.69,3100.322901,995824.0,995.82,2728.3,75.7,792,10987,2,27,0.018
Warehouse on North Royal Lane,warehouse,"Dallas County, Texas",North Royal Lane,32.92845982008033,-97.02128999,153190.4712315709,99573.81,9250.406949,2971231.0,2971.23,8140.4,225.9,498,9080,2,28,0.0258
Industrial on Regent Boulevard,industrial,"Dallas County, Texas",Regent Boulevard,32.93904705,-97.01727705,453839.7464280425,294995.84,27405.113536,8802522.0,8802.52,24116.5,669.3,900,12629,2,22,0.0678
FedEx,warehouse,"Dallas County, Texas",North Airfield Drive,32.91450783826509,-97.01844748,60056.46472684382,39036.7,3626.5094299999996,1164835.0,1164.84,3191.3,88.6,387,6725,3,26,0.013
FedEx,warehouse,"Dallas County, Texas",North Airfield Drive,32.91553992088468,-97.01965701,55385.12293343036,36000.33,3344.430657,1074231.0,1074.23,2943.1,81.7,370,6642,3,26,0.0122
Warehouse on Ambassador Row,warehouse,"Dallas County, Texas",Ambassador Row,32.81483290515125,-96.87480536,243802.21969782465,158471.44,14721.996776,4728705.0,4728.7,12955.4,359.5,893,21334,10,38,0.0425
Warehouse on Leston Street,warehouse,"Dallas County, Texas",Leston Street,32.81197844,-96.89733068,195097.44416456044,126813.34,11780.959286,3784044.0,3784.04,10367.2,287.7,756,17618,0,14,0.0346
Warehouse on Leston Street,warehouse,"Dallas County, Texas",Leston Street,32.81204113135513,-96.8958536,81699.69222996803,53104.8,4933.43592,1584620.0,1584.62,4341.4,120.5,772,17628,0,14,0.0213
Warehouse on Leston Street,warehouse,"Dallas County, Texas",Leston Street,32.81101001294212,-96.89584495,39702.11598541066,25806.38,2397.412702,770049.0,770.05,2109.7,58.5,791,17571,0,14,0.0165
Warehouse on Leston Street,warehouse,"Dallas County, Texas",Leston Street,32.81190119711152,-96.89668543,89597.85067451894,58238.6,5410.36594,1737810.0,1737.81,4761.1,132.1,764,17613,0,14,0.0221
Warehouse on Leston Street,warehouse,"Dallas County, Texas",Leston Street,32.81191646589874,-96.8985176,193204.77869061168,125583.11,11666.670919,3747335.0,3747.34,10266.7,284.9,743,17632,0,12,0.0342
Warehouse on Regal Row,warehouse,"Dallas County, Texas",Regal Row,32.81119069696293,-96.8994437,93335.85829420957,60668.31,5636.085999,1810311.0,1810.31,4959.8,137.6,746,17643,0,12,0.0223
Warehouse on Regal Row,warehouse,"Dallas County, Texas",Regal Row,32.81263399536768,-96.89941718,95159.60983156432,61853.75,5746.213374999999,1845684.0,1845.68,5056.7,140.3,724,17700,0,12,0.0222
Commercial on Pulaski Street,commercial,"Dallas County, Texas",Pulaski Street,32.80974138980791,-96.87688576,468596.4537661928,304587.69,28296.196400999997,9088738.0,9088.74,24900.7,691.1,923,19195,10,37,0.0699
Warehouse on Pulaski Street,warehouse,"Dallas County, Texas",Pulaski Street,32.81036092270503,-96.87859234,238311.5797027893,154902.53,14390.445037,4622211.0,4622.21,12663.6,351.4,894,18672,10,37,0.0419
Commercial on Reading Street,commercial,"Dallas County, Texas",Reading Street,32.80520959999999,-96.86378435,159363.47027590364,103586.26,9623.163553999999,3090960.0,3090.96,8468.4,235.0,1307,30689,4,55,0.0386
Salvation Army,retail,"Dallas County, Texas",Harry Hines Boulevard,32.81615889461571,-96.84047504,81754.32900967347,53140.31,4936.734799,1585679.0,1585.68,4344.3,120.6,6554,60889,13,94,0.1075
Renaissance Tower,commercial,"Dallas County, Texas",Elm Street,32.78129671598092,-96.80183501,34809.54125262302,22626.2,2101.97398,675154.0,675.15,1849.7,51.3,14601,87456,75,128,0.2218
Dallas World Aquarium,commercial,"Dallas County, Texas",North Griffin Street,32.78333881300506,-96.80523402,33802.67779408856,21971.74,2041.1746460000002,655625.0,655.62,1796.2,49.8,15561,88955,77,129,0.236
Industrial on East Wintergreen Road,industrial,"Dallas County, Texas",East Wintergreen Road,32.63562444711736,-96.69574889,622290.8945421611,404489.08,37577.035532,12069744.0,12069.74,33067.8,917.7,535,3419,0,0,0.0826
Commercial on Woodhollow Drive,commercial,"Dallas County, Texas",Woodhollow Drive,32.68216179954622,-96.8649961,27891.664033775785,18129.58,1684.237982,540977.0,540.98,1482.1,41.1,3424,40055,0,7,0.0544
Southwest Center Mall,retail,"Dallas County, Texas",West Camp Wisdom Road,32.65942461626037,-96.87733865,504831.7955424896,328140.67,30484.268243,9791547.0,9791.55,26826.2,744.5,5749,33462,0,9,0.1462
Warehouse on Trinity Ridge Drive,warehouse,"Dallas County, Texas",Trinity Ridge Drive,32.808684228751474,-97.03248106,271633.3905,176561.7,16402.58193,5268509.0,5268.51,14434.3,400.6,1685,29656,1,18,0.0577
Warehouse on Trinity Boulevard,warehouse,"Dallas County, Texas",Trinity Boulevard,32.81095835,-97.03257495,504905.057668112,328188.29,30488.692140999996,9792968.0,9792.97,26830.0,744.6,1928,29563,1,18,0.0892
Warehouse on East Trinity Boulevard,warehouse,"Dallas County, Texas",East Trinity Boulevard,32.79971,-96.9974759,588549.7278453921,382557.32,35539.575028,11415311.0,11415.31,31274.8,868.0,1910,29913,0,8,0.099
Warehouse on East Trinity Boulevard,warehouse,"Dallas County, Texas",East Trinity Boulevard,32.797414450000005,-96.9975765,401669.8956981471,261085.43,24254.836446999998,7790653.0,7790.65,21344.3,592.4,1838,29288,0,7,0.0755
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.80709802053299,-96.83019617,40822.96872468175,26534.93,2465.094997,791789.0,791.79,2169.3,60.2,8355,79302,10,146,0.1294
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.807799815657766,-96.83071593,81150.26060923314,52747.67,4900.258543,1573963.0,1573.96,4312.2,119.7,8483,78616,9,148,0.1362
Office on North Stemmons Freeway,office,"Dallas County, Texas",North Stemmons Freeway,32.80856687464661,-96.84171779,49578.78900202052,32226.21,2993.8149089999997,961613.0,961.61,2634.6,73.1,3241,63100,8,132,0.0542
Office on North Stemmons Freeway,office,"Dallas County, Texas",North Stemmons Freeway,32.80808858605867,-96.84063172,45097.16608970328,29313.16,2723.192564,874689.0,874.69,2396.4,66.5,3379,64867,8,135,0.0558
Trade Mart,commercial,"Dallas County, Texas",North Stemmons Freeway,32.80364562854789,-96.82667307,342689.2558699561,222748.02,20693.291058,6646685.0,6646.68,18210.1,505.4,8418,83401,11,147,0.1665
Medieval Times Dinner & Tournament,commercial,"Dallas County, Texas",North Stemmons Freeway,32.79981647762618,-96.823306,67062.62013,43590.7,4049.5760299999997,1300724.0,1300.72,3563.6,98.9,9317,87099,13,139,0.1469
Office on Cedar Springs Road,office,"Dallas County, Texas",Cedar Springs Road,32.797193017726244,-96.80592193,31255.953147410244,20316.37,1887.3907729999999,606230.0,606.23,1660.9,46.1,24043,95622,67,132,0.3621
Commercial on Crescent Court,commercial,"Dallas County, Texas",Crescent Court,32.793608711052094,-96.80391195,24801.1911339126,16120.77,1497.619533,481035.0,481.04,1317.9,36.6,22786,95100,63,130,0.3426
Retail on McKinney Avenue,retail,"Dallas County, Texas",McKinney Avenue,32.79320790811212,-96.80213444,36122.42499936482,23479.58,2181.252982,700618.0,700.62,1919.5,53.3,23722,95318,63,129,0.3579
Federal Reserve Bank of Dallas,office,"Dallas County, Texas",North Pearl Street,32.79200129306093,-96.80033693,123283.41989558974,80134.22,7444.469038,2391163.0,2391.16,6551.1,181.8,24195,95217,63,128,0.3754
Meyerson Symphony Center,commercial,"Dallas County, Texas",Flora Street,32.789908318751614,-96.79862058,68936.32986305238,44808.61,4162.719869,1337066.0,1337.07,3663.2,101.7,23034,94250,83,126,0.3516
Office on North Saint Paul Street,office,"Dallas County, Texas",North Saint Paul Street,32.787530052206144,-96.80228858,30697.89487589785,19953.63,1853.692227,595406.0,595.41,1631.2,45.3,20337,92286,85,129,0.3068
International Conference & Exposition Center,commercial,"Dallas County, Texas",North Harwood Street,32.78462681513812,-96.79567529,96906.85737857886,62989.46,5851.720834,1879573.0,1879.57,5149.5,142.9,17635,90669,76,127,0.2745
1600 Pacific Tower,office,"Dallas County, Texas",Pacific Avenue,32.78189876320732,-96.79890155,28478.170672701523,18510.81,1719.6542490000002,552353.0,552.35,1513.3,42.0,15460,88129,77,127,0.2338
Commercial on North Field Street,commercial,"Dallas County, Texas",North Field Street,32.78212291197782,-96.80195056,29870.90775177837,19416.09,1803.754761,579366.0,579.37,1587.3,44.1,15300,88157,75,128,0.2316
Commercial on Pacific Avenue,commercial,"Dallas County, Texas",Pacific Avenue,32.78230693059285,-96.80076199,78229.1463,50848.95,4723.867455,1517306.0,1517.31,4157.0,115.4,15647,88386,77,128,0.2426
Target,retail,"Dallas County, Texas",North Haskell Avenue,32.80373776116123,-96.79155197,130117.18122095258,84576.17,7857.126192999999,2523709.0,2523.71,6914.3,191.9,24912,98802,29,126,0.3869
Ross,retail,"Dallas County, Texas",North Haskell Avenue,32.80344310055348,-96.78908992,28311.47540069445,18402.46,1709.5885339999998,549120.0,549.12,1504.4,41.8,24673,98637,22,126,0.3712
Bryan Tower,commercial,"Dallas County, Texas",Federal Street,32.78530683818513,-96.79645249,30694.97417124063,19951.73,1853.515717,595349.0,595.35,1631.1,45.3,18401,91171,78,127,0.278
Chase Tower,commercial,"Dallas County, Texas",Ross Avenue,32.78795302487753,-96.79664061,33864.50447570046,22011.93,2044.908297,656825.0,656.82,1799.5,49.9,20950,93145,80,126,0.3163
Commercial on Chalk Hill Road,commercial,"Dallas County, Texas",Chalk Hill Road,32.76472031351149,-96.90392482,152048.3856945939,98831.45,9181.441705,2949079.0,2949.08,8079.7,224.2,1693,23015,2,14,0.0435
Commercial on Chalk Hill Road,commercial,"Dallas County, Texas",Chalk Hill Road,32.763458580864466,-96.90402104,33071.89656410179,21496.73,1997.0462169999998,641451.0,641.45,1757.4,48.8,1690,23285,2,14,0.0292
Retail on Dallas Fort Worth Turnpike,retail,"Dallas County, Texas",Dallas Fort Worth Turnpike,32.762832576853235,-96.9003382,30050.220532161537,19532.64,1814.582256,582844.0,582.84,1596.8,44.3,1682,25315,2,14,0.0287
Commercial on Dallas Fort Worth Turnpike,commercial,"Dallas County, Texas",Dallas Fort Worth Turnpike,32.76284409369541,-96.89938553,37787.09446840917,24561.61,2281.773569,732906.0,732.91,2008.0,55.7,1675,25791,2,14,0.0295
Walmart Supercenter,retail,"Dallas County, Texas",North Cockrell Hill Road,32.76263111254441,-96.89727267,221862.3372550296,144210.52,13397.157307999998,4303167.0,4303.17,11789.5,327.2,1674,26993,2,14,0.0515
